source,destination,score
hsa-miR-486-3p,DSC2,0.9999358654022217
hsa-miR-1271-5p,DSC2,0.9999358654022217
hsa-miR-1286,DSC2,0.9999358654022217
hsa-miR-3121-3p,DSC2,0.9999358654022217
hsa-miR-2278,DSC2,0.9999358654022217
hsa-miR-522-3p,DSC2,0.9999358654022217
hsa-miR-1281,DSC2,0.9999358654022217
hsa-miR-4287,DSC2,0.9999358654022217
hsa-miR-122-3p,DSC2,0.9999358654022217
hsa-miR-4530,DSC2,0.9999358654022217
hsa-miR-3130-5p,DSC2,0.9999358654022217
hsa-miR-134-3p,DSC2,0.9999358654022217
hsa-miR-496,DSC2,0.9999358654022217
hsa-miR-3976,DSC2,0.9999358654022217
hsa-miR-379-3p,DSC2,0.9999358654022217
hsa-miR-6503-3p,DSC2,0.9999358654022217
hsa-miR-4316,DSC2,0.9999358654022217
hsa-miR-1184,SPI1,0.9997777342796326
hsa-miR-4792,SPI1,0.9997777342796326
hsa-miR-4488,SPI1,0.9997777342796326
hsa-miR-891a-5p,SPI1,0.9997777342796326
hsa-miR-486-3p,SPI1,0.9997777342796326
hsa-miR-181a-3p,SPI1,0.9997777342796326
hsa-miR-3156-5p,SPI1,0.9997777342796326
hsa-miR-4268,SPI1,0.9997777342796326
hsa-miR-4728-5p,SPI1,0.9997777342796326
hsa-miR-488-5p,SPI1,0.9997777342796326
hsa-miR-4756-5p,SPI1,0.9997777342796326
hsa-miR-1260a,SPI1,0.9997777342796326
hsa-miR-1257,SPI1,0.9997777342796326
hsa-miR-3163,SPI1,0.9997777342796326
hsa-miR-4792,COPS5,0.9995080232620239
hsa-miR-1273a,COPS5,0.9995080232620239
hsa-miR-7973,COPS5,0.9995080232620239
hsa-miR-1178-3p,COPS5,0.9995080232620239
hsa-miR-3121-3p,COPS5,0.9995080232620239
hsa-miR-27a-5p,COPS5,0.9995080232620239
hsa-miR-1185-1-3p,COPS5,0.9995080232620239
hsa-miR-5195-3p,COPS5,0.9995080232620239
hsa-miR-1293,COPS5,0.9995080232620239
hsa-miR-1252-5p,COPS5,0.9995080232620239
hsa-miR-7641,COPS5,0.9995080232620239
hsa-miR-628-3p,COPS5,0.9995080232620239
hsa-miR-5703,COPS5,0.9995080232620239
hsa-miR-1257,COPS5,0.9995080232620239
hsa-miR-519e-5p,COPS5,0.9995080232620239
hsa-miR-4488,DSC2,0.999174177646637
hsa-miR-4301,DSC2,0.999174177646637
hsa-miR-891a-5p,DSC2,0.999174177646637
hsa-miR-634,DSC2,0.999174177646637
hsa-miR-3934-5p,DSC2,0.999174177646637
hsa-miR-144-5p,DSC2,0.999174177646637
hsa-miR-663b,DSC2,0.999174177646637
hsa-miR-6788-5p,DSC2,0.999174177646637
hsa-miR-876-5p,DSC2,0.999174177646637
hsa-miR-296-3p,DSC2,0.999174177646637
hsa-miR-1185-1-3p,DSC2,0.999174177646637
hsa-miR-664a-3p,DSC2,0.999174177646637
hsa-miR-28-3p,DSC2,0.999174177646637
hsa-miR-1249-5p,DSC2,0.999174177646637
hsa-miR-1303,DSC2,0.999174177646637
hsa-miR-762,DSC2,0.999174177646637
hsa-miR-628-3p,DSC2,0.999174177646637
hsa-miR-330-5p,DSC2,0.999174177646637
hsa-miR-1471,DSC2,0.999174177646637
hsa-miR-1183,DSC2,0.999174177646637
hsa-miR-4792,TCF12,0.9990966320037842
hsa-miR-4301,ETS1,0.9990966320037842
hsa-miR-1271-5p,ETS1,0.9990966320037842
hsa-miR-3121-3p,ETS1,0.9990966320037842
hsa-miR-6788-5p,ETS1,0.9990966320037842
hsa-miR-3156-5p,TCF12,0.9990966320037842
hsa-miR-4521,ETS1,0.9990966320037842
hsa-miR-1272,ETS1,0.9990966320037842
hsa-miR-3666,ETS1,0.9990966320037842
hsa-miR-4701-5p,ETS1,0.9990966320037842
hsa-miR-548c-3p,TCF12,0.9990966320037842
hsa-miR-1269b,TCF12,0.9990966320037842
hsa-miR-216a-3p,ETS1,0.9990966320037842
hsa-miR-2276-5p,TCF12,0.9990966320037842
hsa-miR-96-3p,TCF12,0.9990966320037842
hsa-miR-4488,CHEK1,0.9988798499107361
hsa-miR-4720-3p,CHEK1,0.9988798499107361
hsa-miR-383-3p,CHEK1,0.9988798499107361
hsa-miR-2278,CHEK1,0.9988798499107361
hsa-miR-522-3p,CHEK1,0.9988798499107361
hsa-miR-1269b,CHEK1,0.9988798499107361
hsa-miR-4428,CHEK1,0.9988798499107361
hsa-miR-20b-3p,CHEK1,0.9988798499107361
hsa-miR-1908-3p,CHEK1,0.9988798499107361
hsa-miR-6855-3p,CHEK1,0.9988798499107361
hsa-miR-1273a,PTGES2,0.9987021684646606
hsa-miR-4301,MAP3K10,0.9987021684646606
hsa-miR-891a-5p,PTGES2,0.9987021684646606
hsa-miR-7973,MAP3K10,0.9987021684646606
hsa-miR-4459,MAP3K10,0.9987021684646606
hsa-miR-486-3p,PTGES2,0.9987021684646606
hsa-miR-27a-5p,MAP3K10,0.9987021684646606
hsa-miR-2909,MAP3K10,0.9987021684646606
hsa-miR-769-3p,MAP3K10,0.9987021684646606
hsa-miR-6788-5p,MAP3K10,0.9987021684646606
hsa-miR-1281,PTGES2,0.9987021684646606
hsa-miR-1265,MAP3K10,0.9987021684646606
hsa-miR-4521,PTGES2,0.9987021684646606
hsa-miR-548c-3p,MAP3K10,0.9987021684646606
hsa-miR-1248,MAP3K10,0.9987021684646606
hsa-miR-505-5p,PTGES2,0.9987021684646606
hsa-miR-4461,PTGES2,0.9987021684646606
hsa-miR-1299,PTGES2,0.9987021684646606
hsa-miR-4301,SPI1,0.9982033967971802
hsa-miR-503-3p,SPI1,0.9982033967971802
hsa-miR-4720-3p,SPI1,0.9982033967971802
hsa-miR-1286,SPI1,0.9982033967971802
hsa-miR-2278,SPI1,0.9982033967971802
hsa-miR-183-3p,SPI1,0.9982033967971802
hsa-miR-4287,SPI1,0.9982033967971802
hsa-miR-4521,SPI1,0.9982033967971802
hsa-miR-4428,SPI1,0.9982033967971802
hsa-miR-1293,SPI1,0.9982033967971802
hsa-miR-615-3p,SPI1,0.9982033967971802
hsa-miR-372-5p,SPI1,0.9982033967971802
hsa-miR-210-5p,SPI1,0.9982033967971802
hsa-miR-190a-3p,SPI1,0.9982033967971802
hsa-miR-3613-3p,SPI1,0.9982033967971802
hsa-miR-934,SPI1,0.9982033967971802
hsa-miR-663b,ABCE1,0.9979339838027954
hsa-miR-1269b,ABCE1,0.9979339838027954
hsa-miR-1249-5p,ABCE1,0.9979339838027954
hsa-miR-7160-3p,ABCE1,0.9979339838027954
hsa-miR-1247-5p,ABCE1,0.9979339838027954
hsa-miR-1262,TP53BP1,0.9971110820770264
hsa-miR-1286,TP53BP1,0.9971110820770264
hsa-miR-4428,TP53BP1,0.9971110820770264
hsa-miR-1303,TP53BP1,0.9971110820770264
hsa-miR-762,TP53BP1,0.9971110820770264
hsa-miR-1184,COPS5,0.9970629811286926
hsa-miR-4488,COPS5,0.9970629811286926
hsa-miR-4301,COPS5,0.9970629811286926
hsa-miR-891a-5p,COPS5,0.9970629811286926
hsa-miR-503-3p,COPS5,0.9970629811286926
hsa-miR-2278,COPS5,0.9970629811286926
hsa-miR-6778-5p,COPS5,0.9970629811286926
hsa-miR-6788-5p,COPS5,0.9970629811286926
hsa-miR-3156-5p,COPS5,0.9970629811286926
hsa-miR-186-3p,COPS5,0.9970629811286926
hsa-miR-302e,COPS5,0.9970629811286926
hsa-miR-4521,COPS5,0.9970629811286926
hsa-miR-497-3p,COPS5,0.9970629811286926
hsa-miR-4728-5p,COPS5,0.9970629811286926
hsa-miR-1184,SENP1,0.9968532919883728
hsa-miR-3934-5p,SENP1,0.9968532919883728
hsa-miR-2278,SENP1,0.9968532919883728
hsa-miR-1972,SENP1,0.9968532919883728
hsa-miR-183-3p,SENP1,0.9968532919883728
hsa-miR-876-5p,SENP1,0.9968532919883728
hsa-miR-186-3p,SENP1,0.9968532919883728
hsa-miR-4521,SENP1,0.9968532919883728
hsa-miR-144-5p,FRS2,0.9965698719024658
hsa-miR-1262,FRS2,0.9965698719024658
hsa-miR-548ba,FRS2,0.9965698719024658
hsa-miR-383-3p,FRS2,0.9965698719024658
hsa-miR-548c-3p,FRS2,0.9965698719024658
hsa-miR-4488,STARD13,0.9962558746337891
hsa-miR-4301,NDRG1,0.9962558746337891
hsa-miR-891a-5p,NDRG1,0.9962558746337891
hsa-miR-891a-5p,STARD13,0.9962558746337891
hsa-miR-1262,CERS2,0.9962558746337891
hsa-miR-4720-3p,CERS2,0.9962558746337891
hsa-miR-6778-5p,NDRG1,0.9962558746337891
hsa-miR-27a-5p,STARD13,0.9962558746337891
hsa-miR-27a-5p,CERS2,0.9962558746337891
hsa-miR-2909,CERS2,0.9962558746337891
hsa-miR-876-5p,NDRG1,0.9962558746337891
hsa-miR-1281,NDRG1,0.9962558746337891
hsa-miR-4756-3p,STARD13,0.9962558746337891
hsa-miR-302e,CERS2,0.9962558746337891
hsa-miR-4521,STARD13,0.9962558746337891
hsa-miR-1249-5p,STARD13,0.9962558746337891
hsa-miR-627-3p,STARD13,0.9962558746337891
hsa-miR-889-3p,STARD13,0.9962558746337891
hsa-miR-1303,NDRG1,0.9962558746337891
hsa-miR-541-5p,CERS2,0.9962558746337891
hsa-miR-762,NDRG1,0.9962558746337891
hsa-miR-7844-5p,CERS2,0.9962558746337891
hsa-miR-579-3p,ADIPOR2,0.9959074258804321
hsa-miR-4720-3p,ADIPOR2,0.9959074258804321
hsa-miR-383-3p,ADIPOR2,0.9959074258804321
hsa-miR-664a-3p,RACGAP1,0.9959074258804321
hsa-miR-3130-5p,ADIPOR2,0.9959074258804321
hsa-miR-3130-5p,RACGAP1,0.9959074258804321
hsa-miR-4693-5p,ADIPOR2,0.9959074258804321
hsa-miR-615-3p,RACGAP1,0.9959074258804321
hsa-miR-372-5p,ADIPOR2,0.9959074258804321
hsa-miR-372-5p,RACGAP1,0.9959074258804321
hsa-miR-199b-3p,RACGAP1,0.9959074258804321
