source,destination,score
hsa-miR-574-3p,YKT6,0.7161972522735596
hsa-miR-574-3p,CASK,0.7161972522735596
hsa-miR-574-3p,MAGI3,0.7161972522735596
hsa-miR-574-3p,PPP6R2,0.7161972522735596
hsa-miR-574-3p,UNC5B,0.7161972522735596
hsa-miR-574-3p,TTL,0.7161972522735596
hsa-miR-574-3p,RERE,0.7161972522735596
hsa-miR-574-3p,OSTC,0.7161972522735596
hsa-miR-574-3p,STAT3,0.7161972522735596
hsa-miR-574-3p,NCAPH,0.7161972522735596
hsa-miR-574-3p,METTL14,0.7161972522735596
hsa-miR-574-3p,FBXO41,0.7161972522735596
hsa-miR-574-3p,UBA5,0.7161972522735596
hsa-miR-574-3p,ASB13,0.7161972522735596
hsa-miR-574-3p,TNFRSF21,0.7161972522735596
hsa-miR-574-3p,AP1M1,0.7161972522735596
hsa-miR-574-3p,GSK3A,0.7161972522735596
hsa-miR-574-3p,ASB1,0.7161972522735596
hsa-miR-574-3p,GAN,0.7161972522735596
hsa-miR-574-3p,SMARCE1,0.7161972522735596
hsa-miR-574-3p,SHPK,0.7161972522735596
hsa-miR-574-3p,DSEL,0.7161972522735596
hsa-miR-574-3p,SMG1,0.7161972522735596
hsa-miR-574-3p,COX7A2,0.7161972522735596
hsa-miR-574-3p,TCEA1,0.7161972522735596
hsa-miR-574-3p,RACGAP1,0.7161972522735596
hsa-miR-574-3p,PPM1K,0.7161972522735596
hsa-miR-574-3p,MAP1A,0.7161972522735596
hsa-miR-574-3p,KIF5C,0.7161972522735596
hsa-miR-574-3p,SLC25A22,0.7161972522735596
hsa-miR-574-3p,FYTTD1,0.7161972522735596
hsa-miR-574-3p,SOCS7,0.7161972522735596
hsa-miR-574-3p,DROSHA,0.7161972522735596
hsa-miR-574-3p,FUBP3,0.7161972522735596
hsa-miR-574-3p,JAM3,0.7161972522735596
hsa-miR-574-3p,IFNAR2,0.7161972522735596
hsa-miR-574-3p,PRR12,0.7161972522735596
hsa-miR-574-3p,EPB41L5,0.7161972522735596
hsa-miR-574-3p,RAD17,0.7161972522735596
hsa-miR-574-3p,LRRC4,0.7161972522735596
hsa-miR-574-3p,RPUSD4,0.7161972522735596
hsa-miR-574-3p,NHLRC2,0.7161972522735596
hsa-miR-574-3p,DISP1,0.7161972522735596
hsa-miR-574-3p,ACTN4,0.7161972522735596
hsa-miR-574-3p,APP,0.7161972522735596
hsa-miR-574-3p,NRP1,0.7161972522735596
hsa-miR-574-3p,SRSF4,0.7161972522735596
hsa-miR-574-3p,SETDB2,0.7161972522735596
hsa-miR-574-3p,CHFR,0.7161972522735596
